Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
DAPE_CAMJE	DAPE_CAMJE	365	P06621_refseq_selected_blast_msa	-	368	1.7e-27	101.2	0.0	1	1	3.6e-30	1.9e-27	100.99250793457	0.00	12	365	14	362	4	365	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELAH	DAPE_HELAH	383	P06621_refseq_selected_blast_msa	-	368	1.9e-27	101.0	0.0	1	1	4.7e-30	2.6e-27	100.598831176758	0.00	62	355	71	367	51	378	0.82	Succinyl-diaminopimelate desuccinylase		0
P20D1_ASPOR	P20D1_ASPOR	418	P06621_refseq_selected_blast_msa	-	368	1.9e-27	101.0	0.2	1	1	1.1e-29	5.9e-27	99.3989944458008	0.06	3	254	44	312	42	338	0.80	Probable carboxypeptidase AO090166000075		0
DAPE_HELPG	DAPE_HELPG	388	P06621_refseq_selected_blast_msa	-	368	3.2e-27	100.3	0.0	1	1	7.2e-30	3.9e-27	99.9913330078125	0.00	61	356	75	373	53	385	0.78	Succinyl-diaminopimelate desuccinylase		0
DAPE_BUCCC	DAPE_BUCCC	376	P06621_refseq_selected_blast_msa	-	368	3.4e-27	100.2	0.0	1	1	8.0e-30	4.4e-27	99.8385314941406	0.00	2	357	6	363	5	374	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMHC	DAPE_CAMHC	367	P06621_refseq_selected_blast_msa	-	368	5.1e-27	99.6	0.0	1	1	1.1e-29	6.0e-27	99.3923034667969	0.00	4	366	9	365	6	367	0.86	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELPY	DAPE_HELPY	383	P06621_refseq_selected_blast_msa	-	368	6.4e-27	99.3	0.0	1	1	1.6e-29	9.0e-27	98.8131713867188	0.00	58	355	67	367	53	378	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_HELPJ	DAPE_HELPJ	388	P06621_refseq_selected_blast_msa	-	368	7.0e-27	99.2	0.0	1	1	1.8e-29	9.9e-27	98.6767578125	0.00	61	355	75	372	41	383	0.81	Succinyl-diaminopimelate desuccinylase		0
Y1497_METJA	Y1497_METJA	346	P06621_refseq_selected_blast_msa	-	368	1.6e-26	98.0	0.0	1	1	4.4e-29	2.4e-26	97.4003295898438	0.00	2	306	7	289	6	343	0.75	Uncharacterized metallohydrolase MJ1497		0
DAPE_HELP2	DAPE_HELP2	383	P06621_refseq_selected_blast_msa	-	368	1.8e-26	97.8	0.0	1	1	4.6e-29	2.5e-26	97.3477401733398	0.00	63	355	72	367	53	378	0.82	Succinyl-diaminopimelate desuccinylase		0
P20D1_NEOFI	P20D1_NEOFI	441	P06621_refseq_selected_blast_msa	-	368	2.2e-26	97.6	1.2	1	1	2.2e-28	1.2e-25	95.1071014404297	1.19	3	271	58	348	56	363	0.74	Probable carboxypeptidase NFIA_052450		0
P20D1_ASPFC	P20D1_ASPFC	440	P06621_refseq_selected_blast_msa	-	368	2.4e-26	97.4	1.1	1	1	2.6e-28	1.4e-25	94.8720474243164	1.11	3	266	57	342	55	361	0.72	Probable carboxypeptidase AFUB_072730		0
P20D1_ASPFU	P20D1_ASPFU	440	P06621_refseq_selected_blast_msa	-	368	2.4e-26	97.4	1.1	1	1	2.6e-28	1.4e-25	94.8720474243164	1.11	3	266	57	342	55	361	0.72	Probable carboxypeptidase AFUA_6G06800		0
LYSK_AERPE	LYSK_AERPE	350	P06621_refseq_selected_blast_msa	-	368	4.3e-26	96.6	0.1	1	1	9.7e-29	5.3e-26	96.2775726318359	0.15	11	365	22	343	14	346	0.80	Putative [LysW]-lysine/[LysW]-ornithine hydrolase		0
Y457_METJA	Y457_METJA	410	P06621_refseq_selected_blast_msa	-	368	4.4e-26	96.6	0.0	1	1	3.7e-28	2.0e-25	94.3589096069336	0.00	51	364	68	408	57	410	0.79	Uncharacterized metallohydrolase MJ0457		0
LYSK_SULIK	LYSK_SULIK	346	P06621_refseq_selected_blast_msa	-	368	5.7e-26	96.2	0.0	1	1	1.2e-28	6.5e-26	95.9726028442383	0.00	61	363	59	337	13	342	0.83	[LysW]-lysine/[LysW]-ornithine hydrolase		0
LYSK_SULIY	LYSK_SULIY	346	P06621_refseq_selected_blast_msa	-	368	8.9e-26	95.5	0.0	1	1	1.9e-28	1.0e-25	95.3514938354492	0.00	61	363	59	337	13	342	0.83	[LysW]-lysine/[LysW]-ornithine hydrolase		0
LYSK_SULIM	LYSK_SULIM	346	P06621_refseq_selected_blast_msa	-	368	8.9e-26	95.5	0.0	1	1	1.9e-28	1.0e-25	95.3514938354492	0.00	61	363	59	337	13	342	0.83	[LysW]-lysine/[LysW]-ornithine hydrolase		0
LYSK_SULIL	LYSK_SULIL	346	P06621_refseq_selected_blast_msa	-	368	8.9e-26	95.5	0.0	1	1	1.9e-28	1.0e-25	95.3514938354492	0.00	61	363	59	337	13	342	0.83	[LysW]-lysine/[LysW]-ornithine hydrolase		0
LYSK_SULIA	LYSK_SULIA	346	P06621_refseq_selected_blast_msa	-	368	2.3e-25	94.2	0.0	1	1	4.8e-28	2.6e-25	94.0044403076172	0.00	61	360	59	334	13	342	0.82	[LysW]-lysine/[LysW]-ornithine hydrolase		0
LYSK_SULIN	LYSK_SULIN	346	P06621_refseq_selected_blast_msa	-	368	3.0e-25	93.8	0.0	1	1	6.2e-28	3.4e-25	93.619873046875	0.00	61	363	59	337	13	342	0.80	[LysW]-lysine/[LysW]-ornithine hydrolase		0
FAPD_BACSU	FAPD_BACSU	426	P06621_refseq_selected_blast_msa	-	368	3.9e-25	93.4	0.0	1	1	1.7e-25	9.5e-23	85.5670700073242	0.00	2	362	20	413	19	418	0.76	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase		0
TPDA_CORST	TPDA_CORST	455	P06621_refseq_selected_blast_msa	-	368	9.9e-25	92.1	0.9	1	2	9.3e-19	5.1e-16	63.4367942810059	0.14	5	138	25	163	21	244	0.81	Cysteinylglycine-S-conjugate dipeptidase		0
TPDA_CORST	TPDA_CORST	455	P06621_refseq_selected_blast_msa	-	368	9.9e-25	92.1	0.9	2	2	8.3e-08	4.5e-05	27.404354095459	0.05	230	313	311	393	298	412	0.83	Cysteinylglycine-S-conjugate dipeptidase		0
PEPT_GEOKA	PEPT_GEOKA	411	P06621_refseq_selected_blast_msa	-	368	2.7e-24	90.6	0.2	1	2	0.026	14	9.32214736938477	0.01	23	74	34	83	22	97	0.77	Peptidase T		0
PEPT_GEOKA	PEPT_GEOKA	411	P06621_refseq_selected_blast_msa	-	368	2.7e-24	90.6	0.2	2	2	1.9e-23	1.0e-20	78.8833541870117	0.09	85	365	131	403	126	405	0.86	Peptidase T		0
PEPT_GEOTN	PEPT_GEOTN	411	P06621_refseq_selected_blast_msa	-	368	5.6e-24	89.6	0.1	1	2	0.023	13	9.46808910369873	0.01	20	74	31	83	5	97	0.77	Peptidase T		0
PEPT_GEOTN	PEPT_GEOTN	411	P06621_refseq_selected_blast_msa	-	368	5.6e-24	89.6	0.1	2	2	6.9e-23	3.8e-20	77.0201568603516	0.06	85	365	131	403	126	405	0.85	Peptidase T		0
LYSK_DEIRA	LYSK_DEIRA	362	P06621_refseq_selected_blast_msa	-	368	1.7e-23	88.0	0.7	1	1	2.2e-25	1.2e-22	85.2546157836914	0.68	3	368	12	359	10	359	0.81	[LysW]-lysine hydrolase		0
PEPT_ESCF3	PEPT_ESCF3	408	P06621_refseq_selected_blast_msa	-	368	2.6e-23	87.4	0.1	1	1	3.3e-24	1.8e-21	81.3591232299805	0.11	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_CLOPE	PEPT_CLOPE	406	P06621_refseq_selected_blast_msa	-	368	3.3e-23	87.1	0.0	1	3	0.0045	2.4	11.8421363830566	0.00	18	74	28	82	6	92	0.78	Peptidase T		0
PEPT_CLOPE	PEPT_CLOPE	406	P06621_refseq_selected_blast_msa	-	368	3.3e-23	87.1	0.0	2	3	7.3e-13	4.0e-10	44.0312995910645	0.12	84	206	127	242	123	260	0.90	Peptidase T		0
PEPT_CLOPE	PEPT_CLOPE	406	P06621_refseq_selected_blast_msa	-	368	3.3e-23	87.1	0.0	3	3	7.2e-08	3.9e-05	27.6138458251953	0.00	252	365	286	400	269	402	0.77	Peptidase T		0
YGEY_ECOLI	YGEY_ECOLI	403	P06621_refseq_selected_blast_msa	-	368	3.5e-23	87.0	0.0	1	1	5.4e-25	2.9e-22	83.9552841186523	0.00	1	272	21	288	21	303	0.83	Uncharacterized protein YgeY		0
YGEY_ECOL6	YGEY_ECOL6	403	P06621_refseq_selected_blast_msa	-	368	3.5e-23	87.0	0.0	1	1	5.4e-25	2.9e-22	83.9552841186523	0.00	1	272	21	288	21	303	0.83	Uncharacterized protein YgeY		0
YGEY_ECO57	YGEY_ECO57	403	P06621_refseq_selected_blast_msa	-	368	3.5e-23	87.0	0.0	1	1	5.4e-25	2.9e-22	83.9552841186523	0.00	1	272	21	288	21	303	0.83	Uncharacterized protein YgeY		0
PEPT_BACSK	PEPT_BACSK	408	P06621_refseq_selected_blast_msa	-	368	6.0e-23	86.2	0.4	1	1	4.0e-22	2.2e-19	74.4991073608398	0.05	85	362	128	397	122	402	0.81	Peptidase T		0
PEPT_KLEP3	PEPT_KLEP3	410	P06621_refseq_selected_blast_msa	-	368	1.2e-22	85.2	0.2	1	1	9.3e-23	5.0e-20	76.5995330810547	0.30	82	364	126	400	120	403	0.85	Peptidase T		0
PEPT_CLOP1	PEPT_CLOP1	406	P06621_refseq_selected_blast_msa	-	368	1.3e-22	85.2	0.0	1	3	0.01	5.6	10.6338424682617	0.00	18	74	28	82	6	92	0.78	Peptidase T		0
PEPT_CLOP1	PEPT_CLOP1	406	P06621_refseq_selected_blast_msa	-	368	1.3e-22	85.2	0.0	2	3	1.2e-12	6.5e-10	43.3388481140137	0.11	84	206	127	242	123	260	0.90	Peptidase T		0
PEPT_CLOP1	PEPT_CLOP1	406	P06621_refseq_selected_blast_msa	-	368	1.3e-22	85.2	0.0	3	3	7.2e-08	3.9e-05	27.6138458251953	0.00	252	365	286	400	269	402	0.77	Peptidase T		0
PEPT_SALCH	PEPT_SALCH	409	P06621_refseq_selected_blast_msa	-	368	1.5e-22	84.9	0.1	1	1	2.3e-23	1.2e-20	78.614990234375	0.22	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SALG2	PEPT_SALG2	409	P06621_refseq_selected_blast_msa	-	368	1.5e-22	84.9	0.1	1	1	2.3e-23	1.2e-20	78.614990234375	0.22	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SALEP	PEPT_SALEP	409	P06621_refseq_selected_blast_msa	-	368	1.5e-22	84.9	0.1	1	1	2.3e-23	1.2e-20	78.612922668457	0.19	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_CLOPS	PEPT_CLOPS	406	P06621_refseq_selected_blast_msa	-	368	1.5e-22	84.9	0.1	1	2	0.013	6.9	10.3446207046509	0.00	18	74	28	82	6	92	0.78	Peptidase T		0
PEPT_CLOPS	PEPT_CLOPS	406	P06621_refseq_selected_blast_msa	-	368	1.5e-22	84.9	0.1	2	2	1.4e-20	7.5e-18	69.4548034667969	0.12	84	365	127	400	123	402	0.84	Peptidase T		0
PEPT_SALNS	PEPT_SALNS	409	P06621_refseq_selected_blast_msa	-	368	1.6e-22	84.9	0.1	1	1	2.4e-23	1.3e-20	78.5314407348633	0.19	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SALTY	PEPT_SALTY	409	P06621_refseq_selected_blast_msa	-	368	1.6e-22	84.9	0.1	1	1	2.4e-23	1.3e-20	78.5314407348633	0.19	82	364	126	400	120	403	0.87	Peptidase T	1fno_A	0
PEPT_SALHS	PEPT_SALHS	409	P06621_refseq_selected_blast_msa	-	368	1.6e-22	84.9	0.1	1	1	2.4e-23	1.3e-20	78.5314407348633	0.19	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_GEOSW	PEPT_GEOSW	410	P06621_refseq_selected_blast_msa	-	368	1.7e-22	84.8	0.1	1	2	0.0082	4.5	10.9672327041626	0.01	22	74	33	83	5	97	0.79	Peptidase T		0
PEPT_GEOSW	PEPT_GEOSW	410	P06621_refseq_selected_blast_msa	-	368	1.7e-22	84.8	0.1	2	2	3.5e-21	1.9e-18	71.4331741333008	0.04	85	365	131	403	126	405	0.82	Peptidase T		0
PEPT_ECOLC	PEPT_ECOLC	408	P06621_refseq_selected_blast_msa	-	368	2.6e-22	84.1	0.1	1	1	3.2e-23	1.8e-20	78.1109008789062	0.07	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOHS	PEPT_ECOHS	408	P06621_refseq_selected_blast_msa	-	368	2.6e-22	84.1	0.1	1	1	3.2e-23	1.8e-20	78.1109008789062	0.07	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOSE	PEPT_ECOSE	409	P06621_refseq_selected_blast_msa	-	368	2.9e-22	84.0	0.1	1	1	4.3e-23	2.4e-20	77.6859664916992	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SALPK	PEPT_SALPK	409	P06621_refseq_selected_blast_msa	-	368	3.5e-22	83.7	0.1	1	1	5.3e-23	2.9e-20	77.3970336914062	0.19	82	364	126	400	120	403	0.86	Peptidase T		0
PEPT_SALPA	PEPT_SALPA	409	P06621_refseq_selected_blast_msa	-	368	3.5e-22	83.7	0.1	1	1	5.3e-23	2.9e-20	77.3970336914062	0.19	82	364	126	400	120	403	0.86	Peptidase T		0
PEPT_SALSV	PEPT_SALSV	409	P06621_refseq_selected_blast_msa	-	368	3.7e-22	83.6	0.1	1	1	5.7e-23	3.1e-20	77.3083190917969	0.16	82	364	126	400	120	403	0.86	Peptidase T		0
PEPT_SALA4	PEPT_SALA4	409	P06621_refseq_selected_blast_msa	-	368	3.7e-22	83.6	0.1	1	1	5.7e-23	3.1e-20	77.3083190917969	0.16	82	364	126	400	120	403	0.86	Peptidase T		0
PEPT_CITK8	PEPT_CITK8	408	P06621_refseq_selected_blast_msa	-	368	4.1e-22	83.5	0.2	1	1	2.8e-23	1.5e-20	78.3029327392578	0.12	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SHIFL	PEPT_SHIFL	408	P06621_refseq_selected_blast_msa	-	368	4.2e-22	83.4	0.1	1	1	5.4e-23	2.9e-20	77.3749694824219	0.07	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SHIF8	PEPT_SHIF8	408	P06621_refseq_selected_blast_msa	-	368	4.2e-22	83.4	0.1	1	1	5.4e-23	2.9e-20	77.3749694824219	0.07	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_LYSSC	PEPT_LYSSC	409	P06621_refseq_selected_blast_msa	-	368	4.3e-22	83.4	1.4	1	1	1.7e-23	9.1e-21	79.0477600097656	0.34	82	365	126	401	121	403	0.85	Peptidase T		0
PEPT_SALAR	PEPT_SALAR	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	6.8e-23	3.7e-20	77.0437622070312	0.21	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECO45	PEPT_ECO45	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SHIDS	PEPT_SHIDS	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECO81	PEPT_ECO81	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOUT	PEPT_ECOUT	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOL6	PEPT_ECOL6	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOLU	PEPT_ECOLU	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SHISS	PEPT_SHISS	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECO27	PEPT_ECO27	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECO57	PEPT_ECO57	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOK1	PEPT_ECOK1	408	P06621_refseq_selected_blast_msa	-	368	4.4e-22	83.4	0.1	1	1	5.6e-23	3.1e-20	77.310676574707	0.08	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECO24	PEPT_ECO24	409	P06621_refseq_selected_blast_msa	-	368	4.5e-22	83.4	0.1	1	1	5.7e-23	3.1e-20	77.2999038696289	0.09	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SALDC	PEPT_SALDC	409	P06621_refseq_selected_blast_msa	-	368	4.8e-22	83.2	0.1	1	1	7.3e-23	4.0e-20	76.9363403320312	0.18	82	364	126	400	120	403	0.86	Peptidase T		0
PEPT_ECOBW	PEPT_ECOBW	408	P06621_refseq_selected_blast_msa	-	368	5.7e-22	83.0	0.1	1	1	7.2e-23	3.9e-20	76.9545974731445	0.09	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECODH	PEPT_ECODH	408	P06621_refseq_selected_blast_msa	-	368	5.7e-22	83.0	0.1	1	1	7.2e-23	3.9e-20	76.9545974731445	0.09	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_ECOLI	PEPT_ECOLI	408	P06621_refseq_selected_blast_msa	-	368	5.7e-22	83.0	0.1	1	1	7.2e-23	3.9e-20	76.9545974731445	0.09	82	364	126	400	120	403	0.87	Peptidase T	1vix_A	0
PEPT_SALPC	PEPT_SALPC	409	P06621_refseq_selected_blast_msa	-	368	5.8e-22	83.0	0.1	1	1	8.8e-23	4.8e-20	76.6709136962891	0.18	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_STRPQ	PEPT_STRPQ	407	P06621_refseq_selected_blast_msa	-	368	1.3e-21	81.8	0.1	1	1	1.1e-21	5.7e-19	73.1292037963867	0.05	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_STRP3	PEPT_STRP3	407	P06621_refseq_selected_blast_msa	-	368	1.3e-21	81.8	0.1	1	1	1.1e-21	5.7e-19	73.1292037963867	0.05	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_STRP1	PEPT_STRP1	407	P06621_refseq_selected_blast_msa	-	368	1.4e-21	81.7	0.0	1	1	1.1e-21	6.2e-19	73.0105133056641	0.05	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_ENTFA	PEPT_ENTFA	409	P06621_refseq_selected_blast_msa	-	368	1.4e-21	81.7	0.5	1	1	5.4e-21	2.9e-18	70.8038177490234	0.17	84	362	131	401	127	405	0.84	Peptidase T		0
PEPT_STRPZ	PEPT_STRPZ	407	P06621_refseq_selected_blast_msa	-	368	1.5e-21	81.6	0.1	1	1	1.5e-21	8.3e-19	72.6073379516602	0.06	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_STRPC	PEPT_STRPC	407	P06621_refseq_selected_blast_msa	-	368	1.7e-21	81.5	0.1	1	1	1.4e-21	7.4e-19	72.7635726928711	0.06	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_STRPB	PEPT_STRPB	407	P06621_refseq_selected_blast_msa	-	368	1.7e-21	81.5	0.1	1	1	1.4e-21	7.4e-19	72.7635726928711	0.06	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_DESHY	PEPT_DESHY	410	P06621_refseq_selected_blast_msa	-	368	2.1e-21	81.1	0.0	1	2	0.0067	3.6	11.2607860565186	0.00	7	73	10	80	4	84	0.69	Peptidase T		0
PEPT_DESHY	PEPT_DESHY	410	P06621_refseq_selected_blast_msa	-	368	2.1e-21	81.1	0.0	2	2	3.6e-19	1.9e-16	64.8082733154297	0.04	83	365	127	401	122	403	0.81	Peptidase T		0
PEPT_STRPM	PEPT_STRPM	407	P06621_refseq_selected_blast_msa	-	368	2.1e-21	81.1	0.1	1	1	1.7e-21	9.4e-19	72.4252471923828	0.06	82	366	129	405	124	407	0.85	Peptidase T		0
PEPT_LISMO	PEPT_LISMO	410	P06621_refseq_selected_blast_msa	-	368	2.3e-21	81.0	0.2	1	2	1.3e-14	6.8e-12	49.8409233093262	0.12	84	205	130	244	123	260	0.90	Peptidase T		0
PEPT_LISMO	PEPT_LISMO	410	P06621_refseq_selected_blast_msa	-	368	2.3e-21	81.0	0.2	2	2	5.2e-06	0.0028	21.4965476989746	0.00	258	363	298	401	275	405	0.79	Peptidase T		0
PEPT_STRPD	PEPT_STRPD	407	P06621_refseq_selected_blast_msa	-	368	2.4e-21	81.0	0.1	1	1	1.9e-21	1.0e-18	72.2688140869141	0.05	82	366	129	405	124	407	0.86	Peptidase T		0
PEPT_STRSV	PEPT_STRSV	407	P06621_refseq_selected_blast_msa	-	368	2.4e-21	80.9	0.0	1	1	1.5e-22	8.2e-20	75.9104156494141	0.06	84	362	130	400	125	404	0.85	Peptidase T		0
PEPT_LISMH	PEPT_LISMH	410	P06621_refseq_selected_blast_msa	-	368	3.0e-21	80.7	0.2	1	1	4.9e-21	2.6e-18	70.944953918457	0.04	84	363	130	401	126	405	0.81	Peptidase T		0
Y1398_METMP	Y1398_METMP	415	P06621_refseq_selected_blast_msa	-	368	3.3e-21	80.5	0.0	1	2	5.4e-18	2.9e-15	60.9194793701172	0.00	44	198	63	224	50	230	0.87	Uncharacterized metallohydrolase MMP1398		0
Y1398_METMP	Y1398_METMP	415	P06621_refseq_selected_blast_msa	-	368	3.3e-21	80.5	0.0	2	2	0.00038	0.21	15.354320526123	0.00	231	360	268	409	253	415	0.69	Uncharacterized metallohydrolase MMP1398		0
PEPT_SHIBS	PEPT_SHIBS	408	P06621_refseq_selected_blast_msa	-	368	3.3e-21	80.5	0.1	1	1	4.3e-22	2.4e-19	74.3984909057617	0.07	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_SHIB3	PEPT_SHIB3	408	P06621_refseq_selected_blast_msa	-	368	3.3e-21	80.5	0.1	1	1	4.3e-22	2.4e-19	74.3984909057617	0.07	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_DESHD	PEPT_DESHD	410	P06621_refseq_selected_blast_msa	-	368	3.4e-21	80.4	0.1	1	2	0.015	8.2	10.0985641479492	0.00	23	73	33	80	8	83	0.77	Peptidase T		0
PEPT_DESHD	PEPT_DESHD	410	P06621_refseq_selected_blast_msa	-	368	3.4e-21	80.4	0.1	2	2	2.8e-19	1.5e-16	65.1474456787109	0.08	83	365	127	401	122	403	0.81	Peptidase T		0
PEPT_LISMC	PEPT_LISMC	410	P06621_refseq_selected_blast_msa	-	368	3.9e-21	80.3	0.2	1	1	4.7e-21	2.6e-18	70.9900894165039	0.07	84	363	130	401	126	405	0.81	Peptidase T		0
PEPT_STRPG	PEPT_STRPG	407	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	1	1	3.3e-21	1.8e-18	71.4924087524414	0.05	82	366	129	405	124	407	0.85	Peptidase T		0
PEPT_STRPF	PEPT_STRPF	407	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	1	1	3.3e-21	1.8e-18	71.4924087524414	0.05	82	366	129	405	124	407	0.85	Peptidase T		0
PEPT_STRP6	PEPT_STRP6	407	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	1	1	3.3e-21	1.8e-18	71.4924087524414	0.05	82	366	129	405	124	407	0.85	Peptidase T		0
PEPT_STRP8	PEPT_STRP8	407	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	1	1	3.3e-21	1.8e-18	71.4924087524414	0.05	82	366	129	405	124	407	0.85	Peptidase T		0
LYSK_THET8	LYSK_THET8	361	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	1	2	5.6e-20	3.1e-17	67.4406814575195	0.16	3	211	10	196	9	206	0.81	[LysW]-lysine hydrolase		0
LYSK_THET8	LYSK_THET8	361	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	2	2	0.0091	5	10.8183240890503	0.00	239	365	229	348	224	351	0.73	[LysW]-lysine hydrolase		0
PEPT_PECCP	PEPT_PECCP	410	P06621_refseq_selected_blast_msa	-	368	4.1e-21	80.2	0.0	1	1	1.4e-21	7.6e-19	72.7253799438477	0.03	83	363	127	399	121	403	0.86	Peptidase T		0
PEPT_SALTI	PEPT_SALTI	409	P06621_refseq_selected_blast_msa	-	368	4.3e-21	80.1	0.1	1	1	6.7e-22	3.6e-19	73.7805557250977	0.21	82	364	126	400	120	403	0.86	Peptidase T		0
PEPT_LISIN	PEPT_LISIN	410	P06621_refseq_selected_blast_msa	-	368	4.5e-21	80.1	0.1	1	2	4.0e-14	2.2e-11	48.1894989013672	0.07	84	205	130	244	126	258	0.89	Peptidase T		0
PEPT_LISIN	PEPT_LISIN	410	P06621_refseq_selected_blast_msa	-	368	4.5e-21	80.1	0.1	2	2	3.4e-06	0.0018	22.1080551147461	0.00	256	363	296	401	278	405	0.81	Peptidase T		0
PEPT_LACF3	PEPT_LACF3	413	P06621_refseq_selected_blast_msa	-	368	4.6e-21	80.0	0.1	1	1	4.8e-22	2.6e-19	74.2579498291016	0.06	82	365	132	407	127	409	0.85	Peptidase T		0
PEPT_STRT2	PEPT_STRT2	407	P06621_refseq_selected_blast_msa	-	368	4.7e-21	80.0	0.0	1	1	7.7e-21	4.2e-18	70.2914657592773	0.02	82	364	129	403	124	406	0.83	Peptidase T		0
PEPT_STRT1	PEPT_STRT1	407	P06621_refseq_selected_blast_msa	-	368	4.7e-21	80.0	0.0	1	1	7.7e-21	4.2e-18	70.2914657592773	0.02	82	364	129	403	124	406	0.83	Peptidase T		0
PEPT_LISMF	PEPT_LISMF	410	P06621_refseq_selected_blast_msa	-	368	5.6e-21	79.7	0.1	1	1	7.1e-21	3.9e-18	70.4056777954102	0.04	84	363	130	401	126	405	0.81	Peptidase T		0
PEPT_ECOL5	PEPT_ECOL5	408	P06621_refseq_selected_blast_msa	-	368	8.3e-21	79.2	0.1	1	1	1.1e-21	5.7e-19	73.1292266845703	0.09	82	364	126	400	120	403	0.87	Peptidase T		0
PEPT_STRTD	PEPT_STRTD	407	P06621_refseq_selected_blast_msa	-	368	9.0e-21	79.1	0.0	1	1	1.5e-20	8.1e-18	69.3412780761719	0.02	82	365	129	404	124	406	0.83	Peptidase T		0
PEPT_FUSNN	PEPT_FUSNN	412	P06621_refseq_selected_blast_msa	-	368	9.6e-21	79.0	0.0	1	1	6.0e-20	3.3e-17	67.3428497314453	0.07	81	365	130	406	125	408	0.81	Peptidase T		0
